Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Jordan Clarkson,SG,28,UTA,66,1,26.7,6.7,15.7,0.423,3,8.7,0.343,3.7,7,0.524,0.519,1.9,2.1,0.892,0.7,3.4,4.1,2.5,0.9,0.2,1.7,1.6,18.2
102,Nicolas Claxton,C,21,BRK,30,1,18.2,2.8,4.6,0.613,0,0.2,0.2,2.8,4.4,0.629,0.617,1,2,0.483,1.3,3.8,5.1,0.9,0.8,1.2,0.6,2.1,6.6
103,Amir Coffey,SG,23,LAC,44,1,9,1,2.3,0.437,0.5,1.3,0.411,0.5,1.1,0.468,0.549,0.6,0.9,0.711,0.2,0.8,1,0.5,0.2,0,0.3,0.7,3.2
104,John Collins,PF,23,ATL,61,61,29.7,6.9,12.4,0.556,1.3,3.3,0.388,5.6,9.1,0.617,0.608,2.7,3.3,0.83,1.9,5.6,7.5,1.3,0.6,1,1.4,3.1,17.8
105,Mike Conley,PG,33,UTA,49,49,29.8,5.7,12.7,0.446,2.7,6.7,0.407,2.9,6,0.49,0.554,2.4,2.8,0.853,0.7,2.7,3.4,6,1.4,0.2,2,1.9,16.4
106,Pat Connaughton,SG,28,MIL,66,3,22.9,2.4,5.6,0.436,1.5,3.9,0.376,1,1.7,0.577,0.568,0.4,0.6,0.757,0.9,3.9,4.9,1.2,0.7,0.3,0.5,1.5,6.8
107,Quinn Cook,PG,27,TOT,23,0,6.8,1.3,3,0.426,0.5,1.1,0.423,0.8,1.8,0.429,0.507,0.3,0.3,0.875,0.1,0.7,0.7,0.8,0.2,0,0.3,0.4,3.3
107,Quinn Cook,PG,27,LAL,16,0,3.9,0.8,1.6,0.462,0.3,0.8,0.385,0.4,0.8,0.538,0.558,0.3,0.3,0.8,0,0.3,0.3,0.3,0.1,0.1,0.2,0.1,2.1
107,Quinn Cook,PG,27,CLE,7,0,13.6,2.4,6,0.405,0.9,1.9,0.462,1.6,4.1,0.379,0.476,0.4,0.4,1,0.3,1.4,1.7,1.9,0.4,0,0.6,1.1,6.1
108,Tyler Cook,SF-PF,23,TOT,30,1,12.3,1.9,2.9,0.644,0,0.1,0.5,1.8,2.8,0.647,0.649,0.5,1,0.452,0.8,1.9,2.7,0.5,0.3,0,0.6,1.1,4.2
108,Tyler Cook,PF,23,BRK,4,0,4.3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0,0,,0.3,0.3,0.5,0.5,0,0,0.3,0.5,0.5
108,Tyler Cook,SF,23,DET,26,1,13.5,2.1,3.2,0.655,0,0.1,0.5,2.1,3.2,0.659,0.661,0.5,1.2,0.452,0.8,2.2,3,0.5,0.3,0,0.7,1.2,4.8
109,DeMarcus Cousins,C,30,TOT,39,11,17.7,3.2,7.6,0.417,1.2,3.5,0.348,1.9,4.1,0.475,0.497,1.5,2.1,0.725,1.3,5.3,6.6,1.9,0.8,0.6,1.6,2.6,9
109,DeMarcus Cousins,C,30,HOU,25,11,20.2,3.2,8.4,0.376,1.6,4.6,0.336,1.6,3.8,0.426,0.469,1.8,2.4,0.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3,9.6
109,DeMarcus Cousins,C,30,LAC,14,0,13.1,3.1,6.1,0.518,0.6,1.4,0.421,2.6,4.7,0.545,0.565,1,1.5,0.667,1.5,3.1,4.6,1,0.6,0.4,1.6,1.9,7.9
110,Robert Covington,PF,30,POR,68,68,32,2.9,7.3,0.401,1.9,5.1,0.381,1,2.2,0.447,0.533,0.7,0.8,0.825,0.9,5.8,6.7,1.7,1.4,1.2,0.9,2.8,8.4
111,Torrey Craig,SF,30,TOT,47,8,15.7,2,4.4,0.466,0.7,2.1,0.361,1.3,2.3,0.56,0.551,0.3,0.4,0.75,1.1,2.7,3.9,0.9,0.5,0.5,0.5,1.6,5.1
111,Torrey Craig,SF,30,MIL,18,0,11.2,1,2.6,0.391,0.4,1.2,0.364,0.6,1.3,0.417,0.478,0.1,0.1,0.5,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5
111,Torrey Craig,SF,30,PHO,29,8,18.6,2.7,5.5,0.488,0.9,2.6,0.36,1.8,2.9,0.6,0.572,0.5,0.6,0.778,1.3,3.4,4.8,0.9,0.6,0.6,0.7,1.7,6.8
112,Jae Crowder,PF,30,PHO,58,40,27.4,3.3,8.2,0.407,2.5,6.4,0.392,0.8,1.8,0.458,0.559,1,1.3,0.76,0.5,4.2,4.7,2.1,0.8,0.4,0.9,2.1,10.2
113,Jarrett Culver,SG,21,MIN,34,7,14.7,2,4.9,0.411,0.4,1.6,0.245,1.6,3.4,0.487,0.449,0.9,1.4,0.604,1,2.1,3.1,0.7,0.5,0.3,0.8,1.7,5.3
114,Seth Curry,SG,30,PHI,55,55,28.9,4.5,9.8,0.462,2.2,4.9,0.443,2.3,4.8,0.481,0.574,1.2,1.4,0.893,0.2,2.2,2.4,2.8,0.8,0.1,1.1,1.7,12.4
115,Stephen Curry,PG,32,GSW,62,62,34.1,10.4,21.4,0.483,5.3,12.6,0.421,5.1,8.9,0.571,0.606,5.8,6.3,0.918,0.5,5,5.5,5.7,1.2,0.1,3.3,1.9,31.8
116,Nate Darling,SG,22,CHO,7,0,3.7,0.3,1,0.286,0.3,1,0.286,0,0,,0.429,0.4,0.4,1,0.1,0,0.1,0.1,0,0.1,0.1,0.1,1.3
117,Anthony Davis,PF,27,LAL,34,34,32.2,8.4,17.1,0.492,0.7,2.7,0.269,7.7,14.4,0.535,0.514,4.3,5.8,0.732,1.8,6.2,8,3.1,1.2,1.7,2.1,1.7,21.9
118,Ed Davis,C,31,MIN,23,7,13,0.8,1.9,0.432,0,0,,0.8,1.9,0.432,0.432,0.4,0.5,0.833,2,3,5,0.9,0.6,0.6,0.3,2.4,2.1
119,Terence Davis,SG,23,TOT,58,4,17,3.1,7.1,0.436,1.6,4.2,0.372,1.5,2.9,0.527,0.545,0.7,0.8,0.837,0.3,2.1,2.4,1.3,0.7,0.2,1,1.5,8.4
119,Terence Davis,SG,23,TOR,34,4,14.5,2.6,6.2,0.414,1.3,3.6,0.361,1.3,2.6,0.489,0.519,0.5,0.5,0.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,1.4,6.9
119,Terence Davis,SG,23,SAC,24,0,20.5,3.8,8.4,0.458,1.9,5,0.383,1.9,3.4,0.568,0.572,1,1.3,0.806,0.3,2.7,3,1.7,0.9,0.3,1.3,1.6,10.6
120,Gabriel Deck,PF,25,OKC,8,0,20.9,2.9,6.8,0.426,0.1,1.6,0.077,2.8,5.1,0.537,0.435,1.6,2.1,0.765,1.8,2.4,4.1,2.5,1,0,0.4,1,7.5
121,Dewayne Dedmon,C,31,MIA,14,0,13.5,3,4.1,0.737,0,0.3,0,3,3.8,0.792,0.737,1.4,1.8,0.76,1.7,3.8,5.5,0.9,0.6,0.4,0.8,2,7.4
122,Matthew Dellavedova,PG,30,CLE,13,1,17.2,1.1,4.3,0.25,0.3,1.9,0.16,0.8,2.4,0.323,0.286,0.3,0.3,1,0.5,1.4,1.8,4.5,0.3,0.1,0.5,1.6,2.8
123,DeMar DeRozan,PF,31,SAS,59,59,33.8,7.4,15.1,0.492,0.3,1.2,0.247,7.1,13.8,0.514,0.502,6.3,7.2,0.882,0.7,3.5,4.2,7,0.9,0.3,1.9,2.1,21.5
124,Mamadi Diakite,PF,24,MIL,12,0,8.5,1,2.4,0.414,0.1,0.6,0.143,0.9,1.8,0.5,0.431,0.5,0.5,1,0.5,1.8,2.3,0.5,0.3,0.4,0.3,1,2.6
125,Hamidou Diallo,SG-SF,22,TOT,50,7,23.2,4.2,8.9,0.477,0.5,1.5,0.365,3.7,7.4,0.5,0.508,2.4,3.8,0.638,1.2,3.9,5.1,1.9,0.8,0.4,1.4,2.5,11.4
125,Hamidou Diallo,SG,22,OKC,32,5,23.8,4.5,9.3,0.481,0.4,1.3,0.293,4.1,8,0.512,0.502,2.6,4.1,0.629,1.2,4,5.2,2.4,1,0.4,1.5,2.6,11.9
125,Hamidou Diallo,SF,22,DET,18,2,22.2,3.8,8.2,0.469,0.8,1.8,0.455,3,6.3,0.474,0.52,2.1,3.1,0.661,1.2,3.8,5,1.1,0.5,0.6,1.3,2.4,10.6
126,Gorgui Dieng,C,31,TOT,36,1,14.4,2.1,4.1,0.503,0.8,1.8,0.424,1.3,2.3,0.566,0.597,1.5,1.8,0.859,1,2.6,3.6,1.3,0.7,0.4,0.8,1.5,6.5
126,Gorgui Dieng,C,31,MEM,22,1,16.9,2.5,4.9,0.519,1,2.2,0.479,1.5,2.7,0.55,0.625,1.7,2,0.884,1.3,3.2,4.5,1.3,0.8,0.6,1,1.7,7.9
126,Gorgui Dieng,C,31,SAS,14,0,10.5,1.4,2.9,0.463,0.4,1.3,0.278,1,1.6,0.609,0.524,1.2,1.5,0.81,0.6,1.6,2.3,1.1,0.6,0.1,0.6,1.1,4.3
127,Spencer Dinwiddie,SG,27,BRK,3,3,21.3,2,5.3,0.375,0.7,2.3,0.286,1.3,3,0.444,0.438,2,2,1,0,4.3,4.3,3,0.7,0.3,1.7,1.3,6.7
128,Donte DiVincenzo,SG,24,MIL,64,64,27.4,3.9,9.2,0.422,2,5.2,0.378,1.9,4,0.478,0.529,0.7,1,0.723,1.3,4.4,5.7,3.1,1.1,0.2,1.4,1.7,10.5
129,Luka Dončić,PG,21,DAL,64,64,34.5,9.9,20.6,0.481,3,8.3,0.355,7,12.3,0.566,0.552,5.2,7.2,0.727,0.8,7.2,8,8.6,1,0.5,4.3,2.3,28
130,Luguentz Dort,SG,21,OKC,52,52,29.7,4.8,12.3,0.387,2.2,6.3,0.343,2.6,6,0.432,0.475,2.3,3.2,0.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,2.6,14
131,Damyean Dotson,SG,26,CLE,45,7,19.5,2.5,6.3,0.394,1,3.4,0.279,1.5,2.9,0.531,0.47,0.5,0.8,0.667,0.1,1.9,2,2,0.4,0.1,0.8,0.9,6.5
132,Devon Dotson,PG,21,CHI,9,0,2.9,0.7,1.1,0.6,0,0.1,0,0.7,1,0.667,0.6,0,0,,0.2,0.1,0.3,0.3,0.3,0,0,0.1,1.3
133,Sekou Doumbouya,PF,20,DET,56,11,15.5,1.9,5,0.379,0.5,2.1,0.226,1.4,3,0.485,0.426,0.8,1.1,0.703,0.7,1.9,2.6,0.8,0.4,0.2,0.8,1.7,5.1
134,PJ Dozier,SG,24,DEN,50,6,21.8,3,7.1,0.417,0.9,3,0.315,2,4.1,0.49,0.483,0.8,1.3,0.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,1.7,7.7
135,Goran Dragić,PG,34,MIA,48,11,26.8,4.8,11,0.435,1.8,4.8,0.371,3,6.2,0.483,0.515,2,2.5,0.822,0.5,2.9,3.4,4.4,0.7,0.2,2.3,2.3,13.3
136,Andre Drummond,C,27,TOT,44,44,27.1,6.2,12.5,0.493,0,0.2,0,6.2,12.4,0.5,0.493,2.7,4.5,0.604,3.6,8.3,11.9,2.1,1.4,1,2.8,3.3,15.1
136,Andre Drummond,C,27,CLE,25,25,28.9,7.2,15.2,0.474,0,0.3,0,7.2,14.9,0.484,0.474,3.1,5.2,0.597,4,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5
136,Andre Drummond,C,27,LAL,19,19,24.7,4.8,9.1,0.535,0,0,,4.8,9.1,0.535,0.535,2.2,3.6,0.618,2.9,6.8,9.8,1.6,1.1,0.8,2.1,3.9,11.9
137,Jared Dudley,PF,35,LAL,11,0,6.9,0.2,0.6,0.286,0.2,0.5,0.4,0,0.2,0,0.429,0,0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5
138,Kris Dunn,PG,26,ATL,4,0,11.3,0.3,3,0.083,0,0.5,0,0.3,2.5,0.1,0.083,0.8,1,0.75,0,1.5,1.5,0.5,0.5,0.5,0.8,2.5,1.3
139,Kevin Durant,PF,32,BRK,33,30,33.3,9.5,17.5,0.542,2.5,5.5,0.459,6.9,12,0.58,0.614,6.1,6.9,0.882,0.4,6.6,7,5.3,0.8,1.4,3.4,2,27.5
140,Anthony Edwards,SG,19,MIN,69,52,31.9,6.9,16.8,0.414,2.3,7.1,0.327,4.6,9.6,0.48,0.484,2.8,3.6,0.767,0.8,3.9,4.7,2.8,1.1,0.5,2.3,1.8,19
141,Carsen Edwards,SG,22,BOS,30,1,8.3,1.4,3.3,0.439,0.5,1.8,0.291,0.9,1.4,0.628,0.52,0.4,0.4,0.846,0.1,0.7,0.8,0.5,0.2,0,0.2,0.8,3.8
142,CJ Elleby,SF,20,POR,29,0,6.4,0.8,2.2,0.381,0.2,1.1,0.219,0.6,1.1,0.548,0.437,0.4,0.5,0.733,0.4,0.7,1.1,0.3,0.2,0.1,0.2,0.9,2.3
143,Henry Ellenson,PF,24,TOR,2,0,19,2.5,7,0.357,1,4.5,0.222,1.5,2.5,0.6,0.429,1.5,2,0.75,1.5,4.5,6,2.5,0,0,0,3.5,7.5
144,Wayne Ellington,SG,33,DET,46,31,22,3.2,7.3,0.441,2.5,6,0.422,0.7,1.4,0.524,0.612,0.6,0.8,0.8,0.3,1.6,1.8,1.5,0.4,0.2,0.7,1.3,9.6
145,Joel Embiid,C,26,PHI,49,49,31.4,9.3,18,0.516,1.2,3.1,0.377,8.1,14.9,0.545,0.549,9.5,11,0.86,2.3,8.4,10.7,2.9,1,1.4,3.1,2.4,29.2
146,James Ennis,SF,30,ORL,41,37,24,2.8,5.9,0.473,1.1,2.5,0.433,1.7,3.4,0.504,0.566,1.7,2.1,0.805,1,3,4,1.5,0.8,0.2,0.9,2,8.4
147,Drew Eubanks,C,23,SAS,51,2,13.9,2.1,3.7,0.567,0,0,1,2,3.6,0.562,0.572,1.4,1.9,0.714,1.3,3,4.3,0.8,0.3,0.9,0.8,1.6,5.6
148,Dante Exum,SG,25,CLE,6,3,19.3,1.7,4.3,0.385,0.3,1.8,0.182,1.3,2.5,0.533,0.423,0.2,0.3,0.5,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
149,Tacko Fall,C,25,BOS,17,0,6.6,1.2,1.6,0.741,0,0,,1.2,1.6,0.741,0.741,0.2,0.8,0.308,0.7,1.8,2.5,0.1,0.1,1,0.2,1.1,2.6
150,Derrick Favors,C,29,UTA,66,0,15.3,2.2,3.5,0.629,0,0,0,2.2,3.5,0.635,0.629,0.9,1.2,0.738,2,3.4,5.5,0.7,0.5,1,0.5,2.1,5.3
151,Cristiano Felício,C,28,CHI,16,0,3.9,0.3,0.4,0.571,0,0.1,0,0.3,0.4,0.667,0.571,0.4,0.6,0.6,0.4,0.5,0.9,0.6,0.1,0,0.3,0.5,0.9
152,Terrance Ferguson,SG,22,PHI,13,0,3.8,0.1,0.5,0.143,0,0.4,0,0.1,0.2,0.5,0.143,0,0,,0,0.1,0.1,0.2,0.1,0,0.3,0.5,0.2
153,Bruno Fernando,C,22,ATL,31,0,6.5,0.5,1.1,0.412,0,0.1,0,0.5,1,0.438,0.412,0.4,0.6,0.65,0.5,1.7,2.2,0.3,0.1,0.1,0.7,0.7,1.3
154,Yogi Ferrell,PG,27,TOT,7,0,10.9,1.7,4.9,0.353,0.9,2.3,0.375,0.9,2.6,0.333,0.441,0.4,0.7,0.6,0.4,0.7,1.1,2.3,0.6,0.1,0.4,0.7,4.7
154,Yogi Ferrell,PG,27,CLE,2,0,20,4,10.5,0.381,1.5,4.5,0.333,2.5,6,0.417,0.452,0,1,0,1.5,2,3.5,2.5,1.5,0.5,1.5,2,9.5
154,Yogi Ferrell,PG,27,LAC,5,0,7.2,0.8,2.6,0.308,0.6,1.4,0.429,0.2,1.2,0.167,0.423,0.6,0.6,1,0,0.2,0.2,2.2,0.2,0,0,0.2,2.8
155,Dorian Finney-Smith,PF,27,DAL,58,58,32.1,3.6,7.7,0.463,1.9,5,0.385,1.7,2.7,0.608,0.588,0.5,0.7,0.769,1.7,3.8,5.5,1.7,0.9,0.4,0.8,2.3,9.6
156,Malik Fitts,PF,23,LAC,3,0,3.7,0.3,1,0.333,0.3,0.7,0.5,0,0.3,0,0.5,0,0,,0,1,1,0,0,0,0,1,1
157,Malachi Flynn,PG,22,TOR,44,11,18.3,2.3,6.3,0.371,1,3.1,0.321,1.3,3.2,0.418,0.45,0.8,1,0.81,0.2,2.1,2.3,2.7,0.8,0.1,0.9,1.4,6.5
158,Bryn Forbes,SG,27,MIL,68,10,19.4,3.6,7.6,0.471,2.2,4.9,0.45,1.4,2.7,0.508,0.616,0.7,0.9,0.776,0.2,1.5,1.6,0.6,0.4,0,0.6,1.1,10
159,Trent Forrest,PG,22,UTA,28,0,9.9,1,2.3,0.438,0.1,0.9,0.167,0.9,1.4,0.6,0.469,0.7,0.7,1,0.3,1.1,1.4,1.5,0.3,0.1,0.7,0.8,2.8
160,Evan Fournier,SF-SG,28,TOT,41,35,30.1,5.9,12.9,0.455,2.7,6.7,0.407,3.1,6.2,0.506,0.56,2.6,3.3,0.793,0.2,2.9,3.1,3.4,1.1,0.5,1.7,2.3,17.1
160,Evan Fournier,SF,28,ORL,26,26,30.3,6.5,14.2,0.461,2.8,7.2,0.388,3.7,7,0.536,0.56,3.8,4.7,0.797,0.2,2.7,2.9,3.7,1,0.3,2.1,2.1,19.7
160,Evan Fournier,SG,28,BOS,15,9,29.9,4.7,10.7,0.441,2.6,5.8,0.448,2.1,4.9,0.432,0.562,0.6,0.8,0.75,0.3,3.1,3.5,2.9,1.3,0.7,1.1,2.6,12.7
161,De'Aaron Fox,PG,23,SAC,58,58,35.1,9.1,19.1,0.477,1.8,5.5,0.322,7.3,13.6,0.539,0.523,5.2,7.2,0.719,0.6,2.9,3.5,7.2,1.5,0.5,3,2.9,25.2
162,Robert Franks,PF,24,ORL,7,0,14.4,1.9,4,0.464,0.7,2.1,0.333,1.1,1.9,0.615,0.554,1.7,1.9,0.923,0.9,1.1,2,0.7,0.4,0.4,0.3,1.1,6.1
163,Tim Frazier,PG,30,MEM,4,0,9.5,0.5,2.3,0.222,0,0.8,0,0.5,1.5,0.333,0.222,0,0,,0,1.3,1.3,2.3,0.3,0.3,0.8,1,1
164,Markelle Fultz,PG,22,ORL,8,8,26.9,5.1,13,0.394,0.5,2,0.25,4.6,11,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1,0.3,2.3,2.3,12.9
165,Wenyen Gabriel,PF,23,NOP,19,0,10,0.9,2.4,0.4,0.5,1.2,0.435,0.4,1.2,0.364,0.511,0.4,0.7,0.615,0.8,1.5,2.3,0.5,0.4,0.3,0.7,1.3,2.8
166,Daniel Gafford,PF-C,22,TOT,52,11,14.5,2.8,4.1,0.692,0,0,,2.8,4.1,0.692,0.692,1.2,1.9,0.64,1.7,2.5,4.3,0.6,0.5,1.4,0.7,1.8,6.9
166,Daniel Gafford,PF,22,CHI,31,11,12.4,1.9,2.8,0.69,0,0,,1.9,2.8,0.69,0.69,0.9,1.3,0.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7
166,Daniel Gafford,C,22,WAS,21,0,17.7,4.2,6,0.693,0,0,,4.2,6,0.693,0.693,1.8,2.8,0.627,2.2,3.4,5.6,0.6,0.7,1.8,0.7,1.9,10.1
167,Danilo Gallinari,PF,32,ATL,50,4,24,4.1,9.3,0.437,2,5,0.408,2,4.3,0.47,0.546,3.2,3.4,0.924,0.3,3.8,4.1,1.5,0.6,0.2,0.9,2.1,13.3
168,Langston Galloway,SG,29,PHO,38,0,10.4,1.6,3.3,0.465,0.9,1.9,0.446,0.7,1.4,0.491,0.594,0.5,0.5,0.95,0.1,0.9,1,0.6,0.2,0,0.3,0.6,4.5
169,Darius Garland,PG,21,CLE,53,50,33.5,6.8,15.1,0.452,2,5,0.394,4.8,10.1,0.48,0.517,2.1,2.5,0.848,0.4,2,2.4,6.2,1.2,0.1,3.1,2.1,17.7
170,Marc Gasol,C,36,LAL,51,42,18.9,1.7,3.7,0.458,1,2.3,0.412,0.7,1.4,0.535,0.587,0.7,1,0.72,0.7,3.4,4.1,2.1,0.5,1.1,1,2.2,5.1
171,Rudy Gay,PF,34,SAS,61,1,21.6,4.2,10,0.424,1.7,4.4,0.384,2.5,5.6,0.455,0.508,1.3,1.6,0.794,0.7,4.1,4.8,1.4,0.7,0.6,1.1,1.9,11.4
172,Paul George,SF,30,LAC,53,53,33.7,8.3,17.6,0.469,3.1,7.6,0.412,5.1,10,0.512,0.558,3.7,4.2,0.876,0.8,5.7,6.6,5.2,1.2,0.5,3.3,2.5,23.4
173,Taj Gibson,PF,35,NYK,42,3,21,2.2,3.5,0.63,0.1,0.4,0.2,2.1,3.1,0.679,0.64,1,1.3,0.727,2.2,3.3,5.5,0.8,0.7,1,0.5,2.3,5.4
174,Harry Giles,C,22,POR,37,0,9.3,1.1,2.5,0.436,0.2,0.6,0.364,0.9,1.9,0.458,0.479,0.4,0.7,0.593,0.8,2.7,3.5,0.8,0.2,0.3,0.5,1.5,2.9
175,Shai Gilgeous-Alexander,SG,22,OKC,35,35,33.7,8.2,16.1,0.508,2,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3,2,23.7
176,Anthony Gill,PF,28,WAS,24,4,7.9,1.2,2.3,0.5,0.3,1,0.292,0.9,1.3,0.656,0.563,0.2,0.3,0.625,0.6,1.3,1.8,0.4,0.3,0.1,0.3,1,2.8
177,Freddie Gillespie,PF,23,TOR,17,0,16.7,2.3,4.1,0.565,0,0,,2.3,4.1,0.565,0.565,1.2,1.5,0.769,2,2.4,4.4,0.4,0.5,1.1,0.5,2.1,5.8
178,Rudy Gobert,C,28,UTA,69,69,30.9,5.5,8.1,0.676,0,0,0,5.5,8.1,0.68,0.676,3.3,5.2,0.626,3.3,10.1,13.4,1.3,0.6,2.7,1.7,2.3,14.3
179,Brandon Goodwin,PG,25,ATL,46,5,13.3,1.8,4.8,0.373,0.7,2.2,0.304,1.1,2.6,0.432,0.443,0.6,0.9,0.651,0.2,1.3,1.5,2.1,0.3,0,0.8,0.9,4.8
180,Aaron Gordon,PF,25,TOT,48,48,27.9,4.7,10.1,0.462,1.2,3.6,0.337,3.5,6.5,0.53,0.522,2,3.1,0.646,1.6,4.3,5.8,3.3,0.7,0.7,2,1.8,12.5
180,Aaron Gordon,PF,25,ORL,25,25,29.4,5.1,11.7,0.437,1.7,4.5,0.375,3.4,7.2,0.475,0.509,2.6,4.2,0.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2,14.6
180,Aaron Gordon,PF,25,DEN,23,23,26.3,4.2,8.3,0.5,0.7,2.6,0.267,3.5,5.7,0.606,0.542,1.3,1.8,0.69,1.6,3.3,4.9,2.3,0.7,0.6,1.3,1.7,10.3
181,Eric Gordon,SG,32,HOU,27,13,29.2,5.9,13.6,0.433,2.6,7.8,0.329,3.3,5.8,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
182,Devonte' Graham,PG,25,CHO,52,44,30.1,4.6,12.3,0.378,3.3,8.7,0.377,1.4,3.6,0.382,0.512,2.3,2.8,0.826,0.4,2.3,2.7,5.4,0.9,0.1,1.6,1.4,14.8
183,Jerami Grant,SF,26,DET,54,54,33.9,7.4,17.3,0.429,2.1,6.1,0.35,5.3,11.2,0.473,0.491,5.4,6.4,0.845,0.6,4,4.6,2.8,0.6,1.1,2,2.3,22.3
184,Danny Green,SF,33,PHI,67,67,28.3,3.3,7.9,0.41,2.5,6.3,0.402,0.7,1.6,0.44,0.57,0.4,0.6,0.784,0.8,3,3.8,1.7,1.4,0.8,1,1.8,9.5
185,Draymond Green,PF,30,GSW,62,62,31.4,2.7,6,0.445,0.5,2,0.274,2.1,4,0.53,0.491,1,1.3,0.78,0.9,6.2,7.1,8.9,1.7,0.8,3,3.1,6.9
186,JaMychal Green,PF,30,DEN,55,5,19.2,3,6.5,0.463,1.4,3.4,0.403,1.6,3.1,0.529,0.569,0.8,1,0.836,1.5,3.4,4.9,0.8,0.5,0.4,0.9,2.4,8.2
187,Javonte Green,SG-PG,27,TOT,38,2,11.1,1.2,2.3,0.517,0.2,0.7,0.32,1,1.7,0.594,0.562,0.7,0.9,0.722,0.6,1.1,1.7,0.4,0.6,0.1,0.5,1.1,3.3
187,Javonte Green,SG,27,BOS,25,2,13.8,1.6,2.8,0.549,0.3,0.9,0.318,1.3,2,0.653,0.599,0.8,1.2,0.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2
187,Javonte Green,PG,27,CHI,13,0,5.8,0.5,1.4,0.389,0.1,0.2,0.333,0.5,1.2,0.4,0.417,0.5,0.5,1,0.2,0.8,1,0.3,0.4,0.2,0.4,0.6,1.6
188,Jeff Green,C,34,BRK,66,38,27.2,3.8,7.8,0.484,1.4,3.6,0.396,2.3,4.2,0.562,0.577,1.9,2.4,0.774,0.5,3.4,4,1.6,0.5,0.4,0.8,1.8,10.9
189,Josh Green,SG,20,DAL,38,5,11.3,1,2.2,0.447,0.1,0.6,0.174,0.9,1.6,0.548,0.471,0.3,0.6,0.591,0.7,1.3,2,0.7,0.4,0.1,0.4,0.9,2.4
190,Blake Griffin,PF,31,TOT,44,28,26,3.9,9,0.428,1.6,4.6,0.348,2.3,4.5,0.51,0.516,1.9,2.6,0.743,0.8,4.3,5,3.1,0.7,0.3,1.4,2.5,11.2
190,Blake Griffin,PF,31,DET,20,20,31.3,4.1,11.1,0.365,2,6.2,0.315,2.1,4.9,0.429,0.453,2.2,3.1,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
190,Blake Griffin,PF,31,BRK,24,8,21.6,3.7,7.3,0.509,1.3,3.2,0.403,2.4,4.1,0.592,0.597,1.7,2.1,0.784,1.1,3.8,4.8,2.5,0.7,0.5,1.2,2.8,10.4
191,Kyle Guy,PG,23,SAC,30,0,7.2,0.9,2.7,0.338,0.4,1.4,0.256,0.5,1.2,0.432,0.406,0.5,0.6,0.889,0.2,0.8,1,0.9,0.1,0,0.3,0.6,2.7
192,Rui Hachimura,PF,22,WAS,55,55,31.4,5.4,11.3,0.477,0.8,2.4,0.326,4.6,8.9,0.517,0.511,2.3,2.9,0.775,0.9,4.6,5.5,1.5,0.8,0.1,1.2,2.1,13.8
193,Ashton Hagans,PG,21,MIN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0.5,0,0
194,Tyrese Haliburton,PG,20,SAC,58,20,30.1,5,10.7,0.472,2.1,5.1,0.409,2.9,5.6,0.529,0.569,0.8,1,0.857,0.7,2.3,3,5.3,1.3,0.5,1.6,1.4,13
195,Donta Hall,PF,23,ORL,10,0,12.6,1.5,2.3,0.652,0,0,,1.5,2.3,0.652,0.652,1.1,1.9,0.579,1.9,2.8,4.7,0.8,0.5,0.7,0.4,1.1,4.1
196,Josh Hall,SF,20,OKC,20,0,14.7,1,3.9,0.244,0.2,1.6,0.097,0.8,2.4,0.34,0.263,1,1.9,0.526,0.3,2.2,2.5,1.3,0.2,0.1,1.1,1.6,3.1
197,R.J. Hampton,PG-SG,19,TOT,49,1,16.9,2.6,5.9,0.436,0.5,1.6,0.291,2.1,4.2,0.49,0.476,1,1.5,0.68,0.5,2.7,3.3,1.5,0.4,0.2,1,1.2,6.6
197,R.J. Hampton,PG,19,DEN,25,0,9.3,1,2.4,0.417,0.2,0.7,0.278,0.8,1.7,0.476,0.458,0.4,0.5,0.75,0.4,1.6,2,0.6,0.2,0.1,0.4,0.9,2.6
