Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
417,Jahmi'us Ramsey,SG,19,SAC,11,0,3.9,0.6,1.5,0.412,0.2,0.8,0.222,0.5,0.7,0.625,0.471,0.2,0.2,1,0.1,0.5,0.5,0.3,0.3,0.1,0.2,0.1,1.6
418,Chasson Randle,PG,27,ORL,38,5,19.9,2.1,5.6,0.384,1.1,3.1,0.345,1.1,2.5,0.432,0.479,0.8,1.1,0.78,0.2,1.8,1.9,1.8,0.5,0.1,1.1,1.5,6.2
419,Julius Randle,PF,26,NYK,68,68,37.3,8.5,18.5,0.459,2.3,5.4,0.415,6.3,13.1,0.478,0.52,4.8,5.9,0.81,1.2,9,10.3,5.9,0.9,0.3,3.4,3.2,24
420,Cam Reddish,SF,21,ATL,26,21,28.8,3.7,10.1,0.365,1.3,4.8,0.262,2.4,5.3,0.46,0.428,2.6,3.2,0.817,0.8,3.2,4,1.3,1.3,0.3,1.3,2.6,11.2
421,J.J. Redick,SG,36,TOT,44,0,16.4,2.4,6.1,0.397,1.5,4,0.371,0.9,2,0.449,0.521,1.1,1.2,0.942,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1,7.4
421,J.J. Redick,SG,36,NOP,31,0,18.6,2.8,6.9,0.407,1.6,4.5,0.364,1.2,2.4,0.486,0.526,1.5,1.5,0.957,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7
421,J.J. Redick,SG,36,DAL,13,0,11.3,1.5,4.1,0.358,1.2,2.9,0.395,0.3,1.2,0.267,0.5,0.3,0.4,0.8,0.1,0.8,0.9,0.8,0.2,0.1,0.8,1,4.4
422,Paul Reed,PF,21,PHI,23,0,6.2,1.3,2.5,0.534,0,0.3,0,1.3,2.3,0.596,0.534,0,0.2,0.25,0.9,1,1.9,0.3,0.3,0.5,0.4,1,2.7
423,Naz Reid,C,21,MIN,67,15,19.1,4.3,8.2,0.522,0.9,2.5,0.349,3.4,5.8,0.596,0.574,1.7,2.3,0.707,1.1,3.4,4.6,1,0.5,1.1,1,2.5,11.1
424,Cameron Reynolds,SF,25,SAS,3,0,2,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0,0,,0,0,0,0,0,0,0,0,0.7
425,Nick Richards,PF,23,CHO,18,0,3.5,0.2,0.5,0.444,0,0.1,0,0.2,0.4,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0,0,0.2,0.4,0.8
426,Josh Richardson,SG,27,DAL,57,56,30.6,4.5,10.5,0.43,1.5,4.6,0.326,3,5.9,0.512,0.502,1.7,1.8,0.913,0.8,2.5,3.3,2.6,1.1,0.4,1.3,2.2,12.2
427,Grant Riller,PG,23,CHO,6,0,3.8,1.3,1.8,0.727,0.3,0.7,0.5,1,1.2,0.857,0.818,0,0,,0,0.2,0.2,0.5,0.2,0,0.2,0,3
428,Austin Rivers,SG,28,TOT,33,4,23.3,2.9,6.8,0.426,1.5,4.1,0.366,1.4,2.7,0.517,0.536,0.7,0.9,0.71,0.2,2,2.2,2.2,0.9,0.1,0.9,1.7,7.9
428,Austin Rivers,SG,28,NYK,21,2,21,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.533,0.5,0.7,0.714,0.2,2,2.2,2,0.6,0,1,1.5,7.3
428,Austin Rivers,SG,28,DEN,12,2,27.3,3.1,7.3,0.42,1.8,4.8,0.368,1.3,2.6,0.516,0.54,1,1.4,0.706,0.2,2.1,2.3,2.7,1.4,0.2,0.8,2,8.9
429,Andre Roberson,SG,29,BRK,5,0,12.6,0.4,2.8,0.143,0.2,1.6,0.125,0.2,1.2,0.167,0.179,0.2,0.4,0.5,1.4,1.6,3,0.8,0.6,0.2,0.4,0.8,1.2
430,Duncan Robinson,SF,26,MIA,69,69,31.7,4.4,10,0.442,3.5,8.6,0.41,0.9,1.4,0.63,0.617,0.9,1.1,0.827,0.1,3.4,3.5,1.8,0.6,0.2,1.1,2.5,13.2
431,Glenn Robinson III,SF,27,SAC,23,2,16,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1,0.913,0.5,1.5,2,0.9,0.2,0.1,0.5,1,5.3
432,Jerome Robinson,SG,23,WAS,17,6,17.9,1.6,5.6,0.295,0.6,2.5,0.262,1,3.1,0.321,0.353,0.9,1.2,0.8,0.2,2,2.2,1.5,0.7,0.4,1.1,1.8,4.9
433,Justin Robinson,PG,23,OKC,9,0,9.8,0.8,2.3,0.333,0.4,1.6,0.286,0.3,0.8,0.429,0.429,0.3,0.6,0.6,0.1,0.7,0.8,1,0.3,0,0.2,1.1,2.3
434,Mitchell Robinson,C,22,NYK,31,29,27.5,3.7,5.7,0.653,0,0,,3.7,5.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3
435,Isaiah Roby,PF,22,OKC,59,32,23.6,3.4,7,0.482,0.5,1.8,0.299,2.8,5.2,0.546,0.521,1.5,2,0.744,1.5,4.2,5.7,1.8,0.9,0.6,1.9,2.7,8.8
436,Rajon Rondo,PG,34,TOT,43,2,16.8,2,4.7,0.438,0.7,1.9,0.39,1.3,2.8,0.471,0.517,0.4,0.4,0.941,0.4,2,2.4,4.2,0.8,0.1,1.7,1.2,5.2
436,Rajon Rondo,PG,34,ATL,27,2,14.9,1.6,4.1,0.4,0.6,1.7,0.378,1,2.4,0.415,0.477,0,0.1,0.5,0.1,1.9,2,3.5,0.7,0.1,1.4,0.9,3.9
436,Rajon Rondo,PG,34,LAC,16,0,19.9,2.8,5.7,0.484,0.9,2.3,0.405,1.8,3.4,0.537,0.566,0.9,0.9,1,0.9,2.1,3,5.4,1.1,0.1,2.1,1.7,7.4
437,Derrick Rose,PG,32,TOT,48,3,25.6,5.8,12.4,0.469,1,2.6,0.386,4.8,9.7,0.491,0.51,2.2,2.6,0.863,0.4,2.2,2.6,4.3,1,0.4,1.6,1.1,14.8
437,Derrick Rose,PG,32,DET,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2
437,Derrick Rose,PG,32,NYK,33,3,26.9,6,12.4,0.487,1.1,2.7,0.409,4.9,9.7,0.508,0.531,2,2.2,0.878,0.3,2.5,2.9,4.3,0.9,0.5,1.4,1.1,15.1
438,Terrence Ross,SG,29,ORL,46,2,29.3,5.5,13.4,0.412,1.9,5.7,0.337,3.6,7.7,0.469,0.485,2.6,3,0.87,0.3,3.1,3.4,2.3,1,0.5,1.6,1.9,15.6
439,Terry Rozier,SG,26,CHO,66,66,34.3,7.5,16.5,0.455,3.3,8.3,0.394,4.2,8.1,0.518,0.555,2.3,2.9,0.82,0.7,3.6,4.3,4.2,1.2,0.4,1.8,1.7,20.6
440,Ricky Rubio,PG,30,MIN,65,49,26.2,2.9,7.4,0.392,1,3.1,0.314,1.9,4.2,0.449,0.458,2,2.3,0.867,0.4,2.8,3.2,6.4,1.5,0.1,1.7,2.1,8.8
441,D'Angelo Russell,PG,24,MIN,39,23,28.2,6.8,15.7,0.432,2.9,7.4,0.394,3.8,8.3,0.466,0.525,2.6,3.4,0.78,0.4,2.3,2.7,5.8,1,0.4,2.7,1.6,19.1
442,Domantas Sabonis,PF,24,IND,60,60,36.1,7.8,14.5,0.539,0.9,2.6,0.325,6.9,11.8,0.586,0.568,4,5.5,0.732,2.4,9.6,12,6.6,1.2,0.6,3.4,3.3,20.4
443,Luka Šamanić,PF,21,SAS,33,4,9.3,1.4,3.2,0.448,0.4,1.3,0.279,1.1,1.9,0.565,0.505,0.5,0.9,0.552,0.5,1.6,2.1,0.5,0.2,0.2,0.6,1.3,3.7
444,JaKarr Sampson,PF,27,IND,26,4,10.2,1.6,3.3,0.471,0.1,0.5,0.25,1.5,2.9,0.507,0.489,0.6,1,0.6,0.8,1.7,2.5,0.1,0.1,0.5,0.5,1.8,3.8
445,Dario Šarić,C,26,PHO,47,1,16.9,3,6.6,0.452,1,2.7,0.354,2,3.9,0.519,0.524,1.6,1.8,0.86,0.9,2.8,3.7,1.3,0.5,0.1,1.1,1.9,8.5
446,Tomáš Satoranský,SG,29,CHI,57,18,22.6,2.9,5.7,0.511,0.7,2.1,0.356,2.2,3.6,0.599,0.575,1.2,1.4,0.848,0.5,1.9,2.5,4.7,0.7,0.2,1.6,1.5,7.7
447,Dennis Schröder,SG,27,LAL,59,59,32.2,5.5,12.5,0.438,1.1,3.4,0.335,4.4,9.2,0.476,0.483,3.4,4,0.844,0.5,3,3.5,5.8,1.2,0.2,2.7,2.6,15.5
448,Mike Scott,PF,32,PHI,48,12,16.7,1.5,4,0.361,1,3,0.34,0.4,1,0.42,0.487,0.2,0.3,0.667,0.2,2.2,2.4,0.7,0.5,0.2,0.4,1.4,4.1
449,Jay Scrubb,SG,20,LAC,1,0,4,0,2,0,0,0,,0,2,0,0,0,0,,0,0,0,0,0,0,1,0,0
450,Collin Sexton,SG,22,CLE,58,58,35.6,8.8,18.6,0.475,1.6,4.4,0.371,7.2,14.2,0.507,0.519,5.2,6.4,0.808,1,2.2,3.2,4.4,1.1,0.2,2.8,2.6,24.4
451,Landry Shamet,SG,23,BRK,59,11,22.9,3,7.5,0.407,2.1,5.4,0.384,0.9,2,0.467,0.547,1.1,1.3,0.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.3
452,Iman Shumpert,SG,30,BRK,2,0,5.5,0.5,2,0.25,0,1.5,0,0.5,0.5,1,0.25,0,0,,0.5,0,0.5,0,0.5,0,0.5,0,1
453,Pascal Siakam,PF,26,TOR,56,56,35.8,7.8,17.2,0.455,1.3,4.4,0.297,6.5,12.8,0.509,0.493,4.4,5.4,0.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1,21.4
454,Chris Silva,PF,24,TOT,15,0,6.1,0.7,1.1,0.625,0.1,0.1,1,0.6,1,0.6,0.656,0.7,1,0.733,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6,2.1
454,Chris Silva,PF,24,MIA,11,0,7.5,0.8,1.2,0.692,0.1,0.1,1,0.7,1.1,0.667,0.731,1,1.4,0.733,0.6,1.6,2.3,0.5,0.1,0.5,0.8,1.8,2.7
454,Chris Silva,PF,24,SAC,4,0,2.3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0,0,,0,0.5,0.5,0,0,0.3,0.3,1,0.5
455,Ben Simmons,PG,24,PHI,56,56,32.6,5.7,10.2,0.557,0.1,0.2,0.3,5.6,10,0.562,0.56,3.1,5,0.606,1.6,5.7,7.4,6.9,1.6,0.6,3.1,3,14.4
456,Anfernee Simons,SG,21,POR,62,0,17.2,2.6,6.3,0.417,1.9,4.4,0.425,0.8,1.9,0.398,0.566,0.7,0.9,0.8,0.2,2,2.2,1.4,0.3,0.1,0.7,1.5,7.9
457,Deividas Sirvydis,SG,20,DET,19,0,6,0.4,1.5,0.276,0.3,1.1,0.286,0.1,0.4,0.25,0.379,0.2,0.3,0.5,0,1.5,1.5,0.3,0.1,0,0.2,0.5,1.3
458,Alen Smailagić,PF,20,GSW,14,1,4.6,0.6,1.5,0.429,0.2,0.5,0.429,0.4,1,0.429,0.5,0.1,0.4,0.333,0.4,0.6,1,0.2,0.1,0.4,0.3,0.6,1.6
459,Marcus Smart,PG,26,BOS,48,45,32.9,4.2,10.6,0.398,1.9,5.9,0.33,2.3,4.8,0.482,0.489,2.7,3.4,0.79,0.8,2.7,3.5,5.7,1.5,0.5,2,2.6,13.1
460,Dennis Smith Jr.,PG,23,TOT,23,9,18.3,2.5,6.3,0.4,0.8,2.5,0.328,1.7,3.8,0.448,0.466,0.8,1.1,0.731,0.5,1.9,2.4,3.3,1,0.6,1.1,1.6,6.7
460,Dennis Smith Jr.,PG,23,NYK,3,0,9.3,0.7,3.3,0.2,0,1.3,0,0.7,2,0.333,0.2,1.7,2,0.833,0,0.7,0.7,1,1,0,0.3,1.3,3
460,Dennis Smith Jr.,PG,23,DET,20,9,19.6,2.8,6.8,0.415,1,2.7,0.352,1.9,4.1,0.457,0.485,0.7,1,0.7,0.6,2.1,2.7,3.7,1,0.7,1.3,1.7,7.3
461,Ish Smith,PG,32,WAS,42,1,20.6,2.8,6.6,0.424,0.4,1.1,0.375,2.4,5.4,0.434,0.457,0.4,0.7,0.581,0.5,2.8,3.3,3.9,0.7,0.3,0.9,1.4,6.4
462,Jalen Smith,PF,20,PHO,25,0,4.1,0.6,1.4,0.441,0.1,0.5,0.25,0.5,0.9,0.545,0.485,0.2,0.3,0.714,0.2,0.6,0.9,0.1,0,0.1,0.2,0.5,1.5
463,Tony Snell,SG,29,ATL,46,23,21.1,1.8,3.6,0.512,1.3,2.4,0.569,0.5,1.2,0.4,0.701,0.2,0.2,1,0.4,2,2.4,1.3,0.2,0.2,0.4,1.6,5.2
464,Ray Spalding,C,23,HOU,2,0,9.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,1,0,1,1,2,0,0,1,1.5,1.5,2
465,Cassius Stanley,SG,21,IND,22,0,3.8,0.6,1.8,0.333,0.1,0.5,0.25,0.5,1.2,0.37,0.372,0.3,0.4,0.778,0.3,0.5,0.9,0,0,0.1,0,0.5,1.6
466,Lamar Stevens,PF,23,CLE,40,0,12.5,1.6,3.4,0.456,0.1,0.6,0.16,1.5,2.8,0.523,0.471,0.9,1.3,0.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1
467,Isaiah Stewart,C,19,DET,68,14,21.4,3.3,6,0.553,0.3,0.9,0.333,3,5.1,0.592,0.578,0.9,1.4,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1,2.7,7.9
468,Max Strus,SF,24,MIA,36,0,13,2.1,4.7,0.456,1.3,3.8,0.341,0.9,0.9,0.912,0.592,0.4,0.6,0.65,0.1,0.9,1,0.6,0.3,0,0.2,1.2,5.9
469,Edmond Sumner,SG,25,IND,53,24,16.2,2.8,5.3,0.525,0.7,1.7,0.398,2.1,3.7,0.582,0.587,1.3,1.6,0.819,0.3,1.4,1.8,0.9,0.6,0.2,1,1.7,7.5
470,Jae'Sean Tate,SF,25,HOU,68,56,29.3,4.5,8.9,0.503,0.8,2.8,0.298,3.7,6.2,0.595,0.549,1.5,2.1,0.702,1.9,3.5,5.4,2.5,1.3,0.5,1.3,3.2,11.3
471,Jayson Tatum,SF,22,BOS,63,63,35.9,9.5,20.6,0.46,2.9,7.5,0.386,6.6,13.1,0.503,0.531,4.6,5.3,0.865,0.8,6.6,7.3,4.3,1.2,0.5,2.7,1.9,26.4
472,Jeff Teague,PG,32,TOT,53,6,17.1,2.2,5,0.431,0.6,1.5,0.403,1.6,3.6,0.442,0.489,1.5,1.8,0.849,0.3,1.3,1.6,2.3,0.6,0.2,1.1,1.1,6.4
472,Jeff Teague,PG,32,BOS,34,5,18.1,2.3,5.5,0.415,0.8,1.6,0.464,1.5,3.9,0.394,0.484,1.5,1.8,0.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,6.9
472,Jeff Teague,PG,32,MIL,19,1,15.3,1.9,4.2,0.468,0.3,1.1,0.238,1.7,3.1,0.552,0.5,1.5,1.7,0.875,0.3,1.2,1.4,2.7,0.3,0.2,1.1,0.7,5.6
473,Garrett Temple,SG,34,CHI,53,23,27.3,2.8,6.9,0.415,1.2,3.6,0.335,1.6,3.3,0.503,0.503,0.8,0.9,0.8,0.5,2.4,2.9,2.2,0.8,0.5,1,2.3,7.7
474,Tyrell Terry,PG,20,DAL,11,0,5.1,0.5,1.5,0.313,0,0.6,0,0.5,0.8,0.556,0.313,0.1,0.3,0.333,0,0.5,0.5,0.5,0.5,0,0.2,0.2,1
475,Daniel Theis,C,28,TOT,65,51,24.6,3.9,7.2,0.541,0.8,2.3,0.322,3.1,4.8,0.646,0.593,1.1,1.7,0.673,1.4,4,5.5,1.7,0.6,0.9,1,2.6,9.6
475,Daniel Theis,C,28,BOS,42,37,24.5,3.8,6.9,0.552,0.8,2.3,0.347,3,4.6,0.653,0.609,1.1,1.6,0.687,1.3,4,5.2,1.6,0.6,1,1,2.9,9.5
475,Daniel Theis,C,28,CHI,23,14,25,4,7.7,0.522,0.7,2.5,0.281,3.3,5.3,0.636,0.567,1.2,1.9,0.651,1.7,4.2,5.9,1.8,0.7,0.6,1.1,2,10
476,Brodric Thomas,SG,24,TOT,30,1,11.5,1.1,3.1,0.348,0.5,1.7,0.294,0.6,1.4,0.415,0.429,0.9,1.2,0.703,0.2,1.4,1.6,0.9,0.3,0.3,0.7,1.2,3.5
476,Brodric Thomas,SG,24,HOU,4,0,6,0.5,1.8,0.286,0.3,1.5,0.167,0.3,0.3,1,0.357,1.3,1.8,0.714,0.3,0.8,1,1,0.3,0.3,1,1.3,2.5
476,Brodric Thomas,SG,24,CLE,26,1,12.3,1.2,3.3,0.353,0.5,1.7,0.311,0.6,1.5,0.4,0.435,0.8,1.2,0.7,0.2,1.5,1.7,0.9,0.3,0.3,0.7,1.2,3.7
477,Isaiah Thomas,PG,31,NOP,3,0,16,3,9,0.333,1,4,0.25,2,5,0.4,0.389,0.7,0.7,1,0.3,1,1.3,1.7,0.3,0,2,1,7.7
478,Khyri Thomas,SG,24,HOU,4,1,30.8,6,13.8,0.436,2,6.5,0.308,4,7.3,0.552,0.509,2.3,2.3,1,1.3,2.5,3.8,5,2.3,0.8,1,1.8,16.3
479,Matt Thomas,SG,26,TOT,43,0,7.4,1.2,2.9,0.403,0.6,1.8,0.342,0.5,1,0.511,0.512,0.3,0.3,0.857,0.2,0.8,1,0.4,0.1,0,0.3,0.4,3.2
479,Matt Thomas,SG,26,TOR,26,0,7.4,0.9,2.4,0.387,0.7,1.6,0.415,0.3,0.8,0.333,0.524,0.2,0.3,0.857,0.1,0.7,0.8,0.3,0.1,0,0.2,0.4,2.7
479,Matt Thomas,SG,26,UTA,17,0,7.4,1.5,3.6,0.419,0.6,2.2,0.263,0.9,1.4,0.667,0.5,0.4,0.4,0.857,0.2,0.9,1.2,0.6,0.1,0,0.4,0.4,4
480,Tristan Thompson,PF,29,BOS,54,43,23.8,3.1,6,0.518,0,0.1,0,3.1,6,0.523,0.518,1.3,2.2,0.592,3.1,5,8.1,1.2,0.4,0.6,1.1,2.2,7.6
481,Sindarius Thornwell,SG,26,TOT,18,1,8.1,0.6,1.9,0.294,0.3,0.9,0.313,0.3,1,0.278,0.368,0,0.1,0,0.1,0.4,0.6,0.6,0.7,0.1,0.3,0.6,1.4
481,Sindarius Thornwell,SG,26,NOP,14,1,5.2,0.5,1.5,0.333,0.2,0.6,0.333,0.3,0.9,0.333,0.405,0,0.1,0,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2,1.2
481,Sindarius Thornwell,SG,26,ORL,4,0,18.3,0.8,3.3,0.231,0.5,1.8,0.286,0.3,1.5,0.167,0.308,0,0,,0.3,1,1.3,1.5,1.8,0.3,0.5,1.8,2
482,Matisse Thybulle,SG,23,PHI,65,8,20,1.6,3.7,0.42,0.7,2.2,0.301,0.9,1.5,0.59,0.508,0.1,0.3,0.444,0.5,1.4,1.9,1,1.6,1.1,0.5,2,3.9
483,Killian Tillie,C,22,MEM,17,0,8.5,0.8,2.6,0.318,0.4,1.6,0.259,0.4,1,0.412,0.398,0.4,0.4,0.857,0.4,0.7,1.1,0.4,0.3,0.5,0.1,1.1,2.4
484,Xavier Tillman Sr.,PF,22,MEM,56,11,18.7,2.9,5.2,0.552,0.4,1.2,0.338,2.5,4,0.613,0.59,0.6,0.9,0.653,1.3,3.1,4.4,1.3,0.8,0.6,0.7,2,6.7
485,Anthony Tolliver,PF,35,PHI,8,0,9.8,0.1,1.5,0.083,0.1,1.1,0.111,0,0.4,0,0.125,0.6,0.8,0.833,0.4,0.8,1.1,0.3,0.4,0.3,0.4,0.8,1
486,Obi Toppin,PF,22,NYK,59,0,11.2,1.7,3.4,0.493,0.4,1.4,0.301,1.3,2,0.625,0.554,0.3,0.4,0.731,0.4,1.9,2.3,0.5,0.3,0.2,0.4,0.9,4.1
487,Juan Toscano-Anderson,SG,27,GSW,51,15,20.5,2.2,3.8,0.585,0.7,1.7,0.412,1.5,2.2,0.718,0.674,0.4,0.6,0.69,0.5,3.8,4.4,2.7,0.8,0.5,1.1,2.1,5.5
488,Axel Toupane,SF,28,MIL,8,1,7.6,0.5,1.4,0.364,0.1,0.3,0.5,0.4,1.1,0.333,0.409,0.6,0.9,0.714,0,0.8,0.8,0.5,0.3,0.4,0,0.8,1.8
489,Karl-Anthony Towns,C,25,MIN,47,47,33.9,8.6,17.6,0.489,2.5,6.4,0.391,6.1,11.2,0.545,0.56,5.3,6.1,0.861,2.6,8,10.5,4.6,0.8,1.2,3.2,3.7,24.9
490,Gary Trent Jr.,SG,22,TOT,58,38,31.1,5.5,13.5,0.408,2.8,7.4,0.385,2.7,6.1,0.435,0.513,1.4,1.8,0.783,0.5,2.2,2.6,1.4,1,0.2,0.7,1.6,15.3
490,Gary Trent Jr.,SG,22,POR,41,23,30.8,5.3,12.8,0.414,3,7.4,0.397,2.3,5.3,0.438,0.53,1.4,1.8,0.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,1.5,15
490,Gary Trent Jr.,SG,22,TOR,17,15,31.8,6.1,15.4,0.395,2.6,7.3,0.355,3.5,8.1,0.431,0.479,1.5,1.8,0.806,0.4,3.2,3.6,1.3,1.1,0.2,0.7,1.7,16.2
491,P.J. Tucker,PF,35,TOT,50,33,26.3,1.3,3.4,0.38,0.8,2.3,0.348,0.5,1.1,0.446,0.497,0.4,0.5,0.75,1,3,4,1.2,0.8,0.4,0.8,2.5,3.8
491,P.J. Tucker,PF,35,HOU,32,32,30,1.5,4.1,0.366,0.8,2.7,0.314,0.7,1.4,0.467,0.469,0.6,0.7,0.783,1,3.6,4.6,1.4,0.9,0.6,1,2.8,4.4
491,P.J. Tucker,PF,35,MIL,18,1,19.7,0.9,2.2,0.425,0.7,1.6,0.448,0.2,0.6,0.364,0.588,0,0.1,0,0.9,1.9,2.9,0.7,0.5,0.1,0.4,1.8,2.6
492,Rayjon Tucker,PG,23,PHI,13,0,3.8,0.4,1,0.385,0.2,0.5,0.286,0.2,0.5,0.5,0.462,0.9,1.1,0.857,0.1,0.6,0.7,0.4,0.2,0,0.2,0.5,1.8
493,Myles Turner,C,24,IND,47,47,31,4.4,9.2,0.477,1.5,4.4,0.335,2.9,4.8,0.606,0.557,2.4,3,0.782,1.3,5.2,6.5,1,0.9,3.4,1.4,3.5,12.6
494,Jonas Valančiūnas,C,28,MEM,60,59,28.1,7,12,0.585,0.4,1,0.368,6.7,11,0.604,0.6,2.4,3.2,0.762,4.1,8.4,12.5,1.8,0.6,0.9,1.6,2.9,16.8
495,Denzel Valentine,SG,27,CHI,60,3,16.7,2.5,6.7,0.38,1.3,3.9,0.332,1.2,2.8,0.448,0.478,0.3,0.3,0.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,1.1,6.6
496,Jarred Vanderbilt,PF,21,MIN,61,28,17.7,2.2,3.6,0.606,0,0.1,0.25,2.2,3.6,0.613,0.609,0.9,1.6,0.561,1.8,3.9,5.7,1.2,1,0.7,0.9,2,5.3
497,Fred VanVleet,SG,26,TOR,52,52,36.5,6.5,16.7,0.389,3.3,9.2,0.366,3.2,7.6,0.416,0.489,3.3,3.7,0.885,0.6,3.6,4.2,6.3,1.7,0.7,1.8,2.3,19.6
498,Anderson Varejão,C,38,CLE,4,0,7.8,0.8,3.8,0.2,0,0.3,0,0.8,3.5,0.214,0.2,1,2,0.5,1.5,2.8,4.3,0.8,0,0.3,0.3,0.8,2.5
499,Devin Vassell,SF,20,SAS,59,6,16.7,1.9,4.7,0.412,0.9,2.4,0.364,1.1,2.3,0.46,0.504,0.7,0.8,0.837,0.4,2.4,2.7,0.8,0.7,0.3,0.3,1.4,5.4
500,Gabe Vincent,PG,24,MIA,47,6,13.1,1.7,4.7,0.373,0.9,3,0.305,0.8,1.7,0.494,0.47,0.4,0.5,0.87,0.2,0.9,1.1,1.2,0.4,0,0.6,1.6,4.8
501,Noah Vonleh,PF,25,BRK,4,0,2.8,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0,0.3,0.3,0.3,0,0,0.5,0.5,0
502,Nikola Vučević,C,30,TOT,68,68,33.6,9.6,20,0.482,2.6,6.3,0.409,7.1,13.7,0.515,0.546,1.9,2.3,0.838,2.1,9.5,11.6,3.8,1,0.7,1.8,1.9,23.7
502,Nikola Vučević,C,30,ORL,44,44,34.1,9.9,20.6,0.48,2.7,6.5,0.406,7.3,14.1,0.515,0.545,2.1,2.5,0.827,2,9.8,11.8,3.8,1,0.6,1.9,1.8,24.5
502,Nikola Vučević,C,30,CHI,24,24,32.7,9.1,18.8,0.486,2.4,5.7,0.416,6.8,13.1,0.516,0.549,1.6,1.8,0.864,2.4,9,11.4,3.9,1,0.8,1.6,2.2,22.2
503,Dean Wade,PF,24,CLE,61,17,18.7,2,4.7,0.426,1.2,3.2,0.364,0.8,1.5,0.56,0.55,0.5,0.6,0.757,0.6,2.7,3.2,1.1,0.6,0.3,0.5,1.2,5.7
504,Moritz Wagner,C,23,TOT,42,21,15.5,2.3,5.1,0.449,0.7,2,0.337,1.6,3.1,0.519,0.514,1.5,1.9,0.81,0.6,2.6,3.2,1.1,0.6,0.4,0.9,2.4,6.8
504,Moritz Wagner,C,23,WAS,25,13,15,2.5,4.9,0.508,0.5,1.7,0.31,2,3.2,0.613,0.561,1.6,2.1,0.788,0.5,2.4,2.9,1.3,0.9,0.3,0.8,2.5,7.1
504,Moritz Wagner,C,23,BOS,9,1,6.8,0.4,1.6,0.286,0.2,0.7,0.333,0.2,0.9,0.25,0.357,0.1,0.2,0.5,0.3,1.8,2.1,0.7,0,0.1,1,1.1,1.2
504,Moritz Wagner,C,23,ORL,8,7,26.6,3.8,9.8,0.385,1.6,4.4,0.371,2.1,5.4,0.395,0.468,2.8,3.1,0.88,1.1,4.3,5.4,1.1,0.4,0.9,1.1,3.4,11.9
505,Kemba Walker,PG,30,BOS,43,43,31.8,6.6,15.7,0.42,3,8.2,0.36,3.7,7.5,0.486,0.514,3.1,3.5,0.899,0.4,3.6,4,4.9,1.1,0.3,2,1.4,19.3
506,Lonnie Walker,SG,22,SAS,57,35,25.3,4.3,10.2,0.427,1.7,4.7,0.365,2.6,5.5,0.479,0.51,1,1.2,0.814,0.2,2.4,2.6,1.6,0.5,0.3,1,1.7,11.4
507,John Wall,PG,30,HOU,40,40,32.2,7.3,18.2,0.404,2,6.2,0.317,5.4,11.9,0.449,0.458,4,5.3,0.749,0.4,2.8,3.2,6.9,1.1,0.8,3.5,1.2,20.6
508,Brad Wanamaker,PG,31,TOT,61,0,17.3,1.9,4.9,0.385,0.3,1.4,0.188,1.6,3.5,0.463,0.411,1.5,1.7,0.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5,5.5
508,Brad Wanamaker,PG,31,GSW,39,0,16,1.6,4.4,0.353,0.3,1.6,0.213,1.2,2.9,0.429,0.39,1.3,1.4,0.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7
508,Brad Wanamaker,PG,31,CHO,22,0,19.5,2.5,5.7,0.429,0.1,1.1,0.125,2.3,4.6,0.5,0.44,1.8,2,0.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,1.8,6.9
509,T.J. Warren,SF,27,IND,4,4,29.3,6.8,12.8,0.529,0,1.8,0,6.8,11,0.614,0.529,2,2.5,0.8,0.5,3,3.5,1.3,0.5,0,1,4,15.5
